locus_tag	type	contig	start	end	strand	length	product	score	inference	db_xref	gene	operon	note
BSUB_01299	CDS	NC_000964.3	1333804	1334247	+	443	DUF2001	179.6	protein motif:Pfam-A	Pfam:PF09393.17		OP_0287:4/5	
BSUB_01300	CDS	NC_000964.3	1334339	1334785	+	446	Phage_TAC_5	130.8	protein motif:Pfam-A	Pfam:PF08890.18		OP_0287:5/5	
BSUB_01301	CDS	NC_000964.3	1335149	1338964	+	3815	SLT	62.0	protein motif:Pfam-A	Pfam:PF01464.26			
BSUB_01302	CDS	NC_000964.3	1338957	1339616	+	659	LysM	43.0	protein motif:Pfam-A	Pfam:PF01476.27		OP_0288:1/4	
BSUB_01303	CDS	NC_000964.3	1339632	1340609	+	977	YQBQ	298.6	protein motif:Pfam-A	Pfam:PF24032.2		OP_0288:2/4	
BSUB_01304	CDS	NC_000964.3	1340609	1340875	+	266	DUF2577	42.5	protein motif:Pfam-A	Pfam:PF10844.14		OP_0288:3/4	signal_peptide:1..17;score=1.88;h_max=1.71
	signal_peptide	NC_000964.3	1340609	1340659	+	50	signal peptide (BSUB_01304)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01304;cleavage_site=17
BSUB_01305	CDS	NC_000964.3	1340932	1341357	+	425	Sheath_initiator	77.2	protein motif:Pfam-A	Pfam:PF10934.15		OP_0288:4/4	
BSUB_01306	CDS	NC_000964.3	1341350	1342396	+	1046	Baseplate_J_M	88.5	protein motif:Pfam-A	Pfam:PF26078.1			
BSUB_01307	CDS	NC_000964.3	1342380	1342958	+	578	Phage_Mu_Gp48	98.2	protein motif:Pfam-A	Pfam:PF10076.15			
BSUB_01308	CDS	NC_000964.3	1342955	1343227	+	272	hypothetical protein	35.0	ab initio prediction:Prodigal			OP_0289:1/3	
BSUB_01309	CDS	NC_000964.3	1343230	1345293	+	2063	XkdV_N	121.4	protein motif:Pfam-A	Pfam:PF27308.1		OP_0289:2/3	
BSUB_01310	CDS	NC_000964.3	1345305	1345634	+	329	XkdW	76.8	protein motif:Pfam-A	Pfam:PF09636.17		OP_0289:3/3	
BSUB_01311	CDS	NC_000964.3	1345631	1345795	+	164	Phage_XkdX	41.5	protein motif:Pfam-A	Pfam:PF09693.16		OP_0290:1/5	
BSUB_01312	CDS	NC_000964.3	1345839	1346678	+	839	XepA	143.8	protein motif:Pfam-A	Pfam:PF27453.1		OP_0290:2/5	
BSUB_01313	CDS	NC_000964.3	1346731	1347000	+	269	XhlA	81.4	protein motif:Pfam-A	Pfam:PF10779.15		OP_0290:3/5	
BSUB_01314	CDS	NC_000964.3	1347013	1347276	+	263	Holin_SPP1	111.1	protein motif:Pfam-A	Pfam:PF04688.19		OP_0290:4/5	
BSUB_01315	CDS	NC_000964.3	1347289	1348182	+	893	Amidase_2	88.4	protein motif:Pfam-A	Pfam:PF01510.31		OP_0290:5/5	
BSUB_01316	CDS	NC_000964.3	1348442	1348612	-	170	SpoIISB_antitox	128.6	protein motif:Pfam-A	Pfam:PF14185.12		OP_0291:1/5	
BSUB_01317	CDS	NC_000964.3	1348612	1349358	-	746	SpoIISA_toxin	352.1	protein motif:Pfam-A	Pfam:PF14171.12		OP_0291:2/5	
BSUB_01318	CDS	NC_000964.3	1349468	1350469	-	1001	PHO4	335.6	protein motif:Pfam-A	Pfam:PF01384.26		OP_0291:3/5	
BSUB_01319	CDS	NC_000964.3	1350482	1351099	-	617	PhoU_div	81.1	protein motif:Pfam-A	Pfam:PF01865.22		OP_0291:4/5	
BSUB_01320	CDS	NC_000964.3	1351375	1352691	-	1316	AA_permease_2	198.5	protein motif:Pfam-A	Pfam:PF13520.13		OP_0291:5/5	signal_peptide:1..29;score=2.54;h_max=2.42
	signal_peptide	NC_000964.3	1352605	1352691	-	86	signal peptide (BSUB_01320)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01320;cleavage_site=29
BSUB_01321	CDS	NC_000964.3	1353080	1354030	+	950	Glyoxalase	84.4	protein motif:Pfam-A	Pfam:PF00903.32		OP_0292:1/4	
BSUB_01322	CDS	NC_000964.3	1354131	1354277	+	146	hypothetical protein	2.3	ab initio prediction:Prodigal			OP_0292:2/4	
BSUB_01323	CDS	NC_000964.3	1354285	1356435	+	2150	YkcB_C	127.0	protein motif:Pfam-A	Pfam:PF24878.2		OP_0292:3/4	signal_peptide:1..20;score=2.89;h_max=4.03
	signal_peptide	NC_000964.3	1354285	1354344	+	59	signal peptide (BSUB_01323)	2.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01323;cleavage_site=20
BSUB_01324	CDS	NC_000964.3	1356447	1357418	+	971	Glycos_transf_2	133.9	protein motif:Pfam-A	Pfam:PF00535.33		OP_0292:4/4	
BSUB_01325	CDS	NC_000964.3	1357602	1357778	-	176	hypothetical protein	5.2	ab initio prediction:Prodigal			OP_0293:1/2	signal_peptide:1..30;score=2.11;h_max=2.72
	signal_peptide	NC_000964.3	1357689	1357778	-	89	signal peptide (BSUB_01325)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01325;cleavage_site=30
BSUB_01326	CDS	NC_000964.3	1357936	1359288	-	1352	Trypsin_2	114.2	protein motif:Pfam-A	Pfam:PF13365.13		OP_0293:2/2	
BSUB_01327	CDS	NC_000964.3	1359454	1360272	+	818	P5CR_dimer	57.6	protein motif:Pfam-A	Pfam:PF14748.12		OP_0294:1/3	
BSUB_01328	CDS	NC_000964.3	1360401	1361225	+	824	Peptidase_M55	322.8	protein motif:Pfam-A	Pfam:PF04951.19		OP_0294:2/3	
BSUB_01329	CDS	NC_000964.3	1361254	1362168	+	914	BPD_transp_1	142.8	protein motif:Pfam-A	Pfam:PF00528.28		OP_0294:3/3	signal_peptide:1..28;score=2.11;h_max=2.73
	signal_peptide	NC_000964.3	1361254	1361337	+	83	signal peptide (BSUB_01329)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01329;cleavage_site=28
BSUB_01330	CDS	NC_000964.3	1362165	1363136	+	971	BPD_transp_1	113.1	protein motif:Pfam-A	Pfam:PF00528.28		OP_0295:1/4	
BSUB_01331	CDS	NC_000964.3	1363141	1364148	+	1007	ABC_tran	111.5	protein motif:Pfam-A	Pfam:PF00005.34		OP_0295:2/4	
BSUB_01332	CDS	NC_000964.3	1364169	1365800	+	1631	SBP_bac_5	314.4	protein motif:Pfam-A	Pfam:PF00496.28		OP_0295:3/4	signal_peptide:1..19;score=1.96;h_max=2.07
	signal_peptide	NC_000964.3	1364169	1364225	+	56	signal peptide (BSUB_01332)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01332;cleavage_site=19
BSUB_01333	CDS	NC_000964.3	1365800	1365940	+	140	hypothetical protein	1.6	ab initio prediction:Prodigal			OP_0295:4/4	
BSUB_01334	CDS	NC_000964.3	1365906	1366847	+	941	Peptidase_S66	141.3	protein motif:Pfam-A	Pfam:PF02016.22			signal_peptide:1..20;score=2.38;h_max=1.73
	signal_peptide	NC_000964.3	1365906	1365965	+	59	signal peptide (BSUB_01334)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01334;cleavage_site=20
BSUB_01335	CDS	NC_000964.3	1366844	1367944	+	1100	MR_MLE_C	190.2	protein motif:Pfam-A	Pfam:PF13378.13			
BSUB_01336	CDS	NC_000964.3	1367941	1368831	+	890	NLPC_P60	109.6	protein motif:Pfam-A	Pfam:PF00877.26		OP_0296:1/2	
BSUB_01337	CDS	NC_000964.3	1368844	1369833	+	989	ABC_tran	115.9	protein motif:Pfam-A	Pfam:PF00005.34		OP_0296:2/2	
BSUB_01338	CDS	NC_000964.3	1369876	1370925	-	1049	Lactonase	467.3	protein motif:Pfam-A	Pfam:PF10282.16		OP_0297:1/2	
BSUB_01339	CDS	NC_000964.3	1371015	1371875	-	860	DDAH_eukar	167.3	protein motif:Pfam-A	Pfam:PF19420.6		OP_0297:2/2	
BSUB_01340	CDS	NC_000964.3	1371993	1372553	+	560	4HBT	67.0	protein motif:Pfam-A	Pfam:PF03061.29		OP_0298:1/2	
BSUB_01341	CDS	NC_000964.3	1372792	1373991	+	1199	NAD_binding_1	67.6	protein motif:Pfam-A	Pfam:PF00175.27		OP_0298:2/2	
BSUB_01342	CDS	NC_000964.3	1374068	1374292	-	224	hypothetical protein	6.2	ab initio prediction:Prodigal				
BSUB_01343	CDS	NC_000964.3	1374437	1375168	+	731	DUF421	99.9	protein motif:Pfam-A	Pfam:PF04239.18		OP_0299:1/2	
BSUB_01344	CDS	NC_000964.3	1375260	1375787	+	527	DinB_2	50.5	protein motif:Pfam-A	Pfam:PF12867.13		OP_0299:2/2	
BSUB_01345	CDS	NC_000964.3	1375777	1376295	+	518	Acetyltransf_3	120.0	protein motif:Pfam-A	Pfam:PF13302.14		OP_0300:1/4	
BSUB_01346	CDS	NC_000964.3	1376517	1376855	+	338	Multi_Drug_Res	94.6	protein motif:Pfam-A	Pfam:PF00893.26		OP_0300:2/4	signal_peptide:1..33;score=2.74;h_max=3.33
	signal_peptide	NC_000964.3	1376517	1376615	+	98	signal peptide (BSUB_01346)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01346;cleavage_site=33
BSUB_01347	CDS	NC_000964.3	1376855	1377172	+	317	Multi_Drug_Res	114.4	protein motif:Pfam-A	Pfam:PF00893.26		OP_0300:3/4	signal_peptide:1..19;score=2.49;h_max=2.21
	signal_peptide	NC_000964.3	1376855	1376911	+	56	signal peptide (BSUB_01347)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01347;cleavage_site=19
BSUB_01348	CDS	NC_000964.3	1377243	1378145	+	902	Formyl_trans_N	157.8	protein motif:Pfam-A	Pfam:PF00551.25		OP_0300:4/4	
BSUB_01349	CDS	NC_000964.3	1378496	1379593	+	1097	AA_kinase	161.3	protein motif:Pfam-A	Pfam:PF00696.34		OP_0301:1/3	
BSUB_01350	CDS	NC_000964.3	1379605	1380852	+	1247	Aldedh	69.0	protein motif:Pfam-A	Pfam:PF00171.28		OP_0301:2/3	
BSUB_01351	CDS	NC_000964.3	1380978	1381403	+	425	OsmC	63.4	protein motif:Pfam-A	Pfam:PF02566.25		OP_0301:3/3	
BSUB_01352	CDS	NC_000964.3	1381434	1381877	-	443	Staph_reg_Sar_Rot	73.9	protein motif:Pfam-A	Pfam:PF22381.3			signal_peptide:1..20;score=1.88;h_max=1.71
	signal_peptide	NC_000964.3	1381818	1381877	-	59	signal peptide (BSUB_01352)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01352;cleavage_site=20
BSUB_01353	CDS	NC_000964.3	1382020	1382430	+	410	OsmC	70.9	protein motif:Pfam-A	Pfam:PF02566.25		OP_0302:1/2	
BSUB_01354	CDS	NC_000964.3	1382457	1382627	+	170	hypothetical protein	8.8	ab initio prediction:Prodigal			OP_0302:2/2	
BSUB_01355	CDS	NC_000964.3	1382677	1383147	-	470	dCMP_cyt_deam_1	100.9	protein motif:Pfam-A	Pfam:PF00383.30		OP_0303:1/2	
BSUB_01356	CDS	NC_000964.3	1383320	1385608	-	2288	Meth_synt_2	564.1	protein motif:Pfam-A	Pfam:PF01717.25		OP_0303:2/2	
BSUB_01357	CDS	NC_000964.3	1386024	1386983	-	959	Peptidase_S8	242.1	protein motif:Pfam-A	Pfam:PF00082.28			
BSUB_01358	CDS	NC_000964.3	1387206	1388039	+	833	STAS	67.4	protein motif:Pfam-A	Pfam:PF01740.27			
BSUB_01359	CDS	NC_000964.3	1388070	1388834	-	764	CbiQ	194.9	protein motif:Pfam-A	Pfam:PF02361.22			signal_peptide:1..34;score=1.92;h_max=1.9
	signal_peptide	NC_000964.3	1388733	1388834	-	101	signal peptide (BSUB_01359)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01359;cleavage_site=34
BSUB_01360	CDS	NC_000964.3	1388809	1390452	-	1643	ABC_tran	237.4	protein motif:Pfam-A	Pfam:PF00005.34			
BSUB_01361	CDS	NC_000964.3	1390439	1391038	-	599	ABC_cobalt	131.5	protein motif:Pfam-A	Pfam:PF09819.15		OP_0304:1/2	signal_peptide:1..20;score=2.12;h_max=2.77
	signal_peptide	NC_000964.3	1390979	1391038	-	59	signal peptide (BSUB_01361)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01361;cleavage_site=20
BSUB_01362	CDS	NC_000964.3	1391040	1391642	-	602	Ykof	255.6	protein motif:Pfam-A	Pfam:PF07615.17		OP_0304:2/2	
BSUB_01363	CDS	NC_000964.3	1391953	1392639	+	686	Response_reg	106.3	protein motif:Pfam-A	Pfam:PF00072.31;Pfam:PF00486.35		OP_0305:1/2	
BSUB_01364	CDS	NC_000964.3	1392643	1394007	+	1364	HATPase_c	98.8	protein motif:Pfam-A	Pfam:PF02518.32		OP_0305:2/2	signal_peptide:1..33;score=2.27;h_max=3.49
	signal_peptide	NC_000964.3	1392643	1392741	+	98	signal peptide (BSUB_01364)	2.3	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01364;cleavage_site=33
BSUB_01365	CDS	NC_000964.3	1394004	1394684	+	680	PepSY	83.2	protein motif:Pfam-A	Pfam:PF03413.26		OP_0306:1/3	signal_peptide:1..22;score=1.81;h_max=3.66
	signal_peptide	NC_000964.3	1394004	1394069	+	65	signal peptide (BSUB_01365)	1.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01365;cleavage_site=22
BSUB_01366	CDS	NC_000964.3	1394776	1395288	+	512	PepSY	86.5	protein motif:Pfam-A	Pfam:PF03413.26		OP_0306:2/3	signal_peptide:1..18;score=2.53;h_max=2.39
	signal_peptide	NC_000964.3	1394776	1394829	+	53	signal peptide (BSUB_01366)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01366;cleavage_site=18
BSUB_01367	CDS	NC_000964.3	1395371	1395508	+	137	SplA	40.0	protein motif:Pfam-A	Pfam:PF11132.14		OP_0306:3/3	
BSUB_01368	CDS	NC_000964.3	1395873	1395995	+	122	hypothetical protein	3.5	ab initio prediction:Prodigal			OP_0307:1/2	
BSUB_01369	CDS	NC_000964.3	1396013	1397368	+	1355	MgtE	125.4	protein motif:Pfam-A	Pfam:PF01769.22		OP_0307:2/2	
BSUB_01370	CDS	NC_000964.3	1397411	1397743	-	332	MerR_1	55.2	protein motif:Pfam-A	Pfam:PF13411.13			
BSUB_01371	CDS	NC_000964.3	1397938	1398093	+	155	YkzB	96.0	protein motif:Pfam-A	Pfam:PF27419.1		OP_0308:1/3	
BSUB_01372	CDS	NC_000964.3	1398181	1398363	+	182	hypothetical protein	19.2	ab initio prediction:Prodigal			OP_0308:2/3	
BSUB_01373	CDS	NC_000964.3	1398496	1398960	+	464	MarR	68.5	protein motif:Pfam-A	Pfam:PF01047.29		OP_0308:3/3	
BSUB_01374	CDS	NC_000964.3	1398975	1400096	-	1121	MGDG_synth	139.7	protein motif:Pfam-A	Pfam:PF06925.18			signal_peptide:1..22;score=2.55;h_max=2.48
	signal_peptide	NC_000964.3	1400031	1400096	-	65	signal peptide (BSUB_01374)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01374;cleavage_site=22
BSUB_01375	CDS	NC_000964.3	1400188	1400739	+	551	YkoP	201.3	protein motif:Pfam-A	Pfam:PF22790.3			
BSUB_01376	CDS	NC_000964.3	1400767	1401579	-	812	Metallophos	52.8	protein motif:Pfam-A	Pfam:PF00149.34			
BSUB_01377	CDS	NC_000964.3	1401772	1403466	+	1694	DUF6044	822.4	protein motif:Pfam-A	Pfam:PF19510.6		OP_0309:1/2	
BSUB_01378	CDS	NC_000964.3	1403479	1404492	+	1013	Glycos_transf_2	84.0	protein motif:Pfam-A	Pfam:PF00535.33		OP_0309:2/2	
BSUB_01379	CDS	NC_000964.3	1404518	1406353	-	1835	LigD_Prim-Pol	261.0	protein motif:Pfam-A	Pfam:PF21686.4		OP_0310:1/3	
BSUB_01380	CDS	NC_000964.3	1406357	1407241	-	884	Ku	195.8	protein motif:Pfam-A	Pfam:PF02735.23		OP_0310:2/3	signal_peptide:1..22;score=1.92;h_max=1.89
	signal_peptide	NC_000964.3	1407176	1407241	-	65	signal peptide (BSUB_01380)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01380;cleavage_site=22
BSUB_01381	CDS	NC_000964.3	1407329	1409731	-	2402	EAL	244.7	protein motif:Pfam-A	Pfam:PF00563.26		OP_0310:3/3	signal_peptide:1..19;score=2.24;h_max=3.32
	signal_peptide	NC_000964.3	1409675	1409731	-	56	signal peptide (BSUB_01381)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01381;cleavage_site=19
BSUB_01382	CDS	NC_000964.3	1409912	1410577	+	665	VTT_dom	84.5	protein motif:Pfam-A	Pfam:PF09335.17		OP_0311:1/3	signal_peptide:1..23;score=1.93;h_max=1.91
	signal_peptide	NC_000964.3	1409912	1409980	+	68	signal peptide (BSUB_01382)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01382;cleavage_site=23
BSUB_01383	CDS	NC_000964.3	1410654	1411628	+	974	TerC	156.7	protein motif:Pfam-A	Pfam:PF03741.23		OP_0311:2/3	
BSUB_01384	CDS	NC_000964.3	1411892	1412647	+	755	Sigma70_r2	44.8	protein motif:Pfam-A	Pfam:PF04542.21		OP_0311:3/3	signal_peptide:1..24;score=1.49;h_max=2.19
	signal_peptide	NC_000964.3	1411892	1411963	+	71	signal peptide (BSUB_01384)	1.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01384;cleavage_site=24
BSUB_01385	CDS	NC_000964.3	1412644	1413789	+	1145	RsgI_M	123.6	protein motif:Pfam-A	Pfam:PF23750.2			
BSUB_01386	CDS	NC_000964.3	1413800	1413994	-	194	SASP	81.5	protein motif:Pfam-A	Pfam:PF00269.26		OP_0312:1/2	
BSUB_01387	CDS	NC_000964.3	1414125	1414826	-	701	DUF1836	60.9	protein motif:Pfam-A	Pfam:PF08876.18		OP_0312:2/2	
BSUB_01388	CDS	NC_000964.3	1414997	1415893	+	896	Peptidase_M48	130.4	protein motif:Pfam-A	Pfam:PF01435.25		OP_0313:1/4	signal_peptide:1..33;score=2.57;h_max=2.55
	signal_peptide	NC_000964.3	1414997	1415095	+	98	signal peptide (BSUB_01388)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01388;cleavage_site=33
BSUB_01389	CDS	NC_000964.3	1416067	1417416	+	1349	TrkH	205.9	protein motif:Pfam-A	Pfam:PF02386.23		OP_0313:2/4	
BSUB_01390	CDS	NC_000964.3	1417561	1417716	+	155	hypothetical protein	14.2	ab initio prediction:Prodigal			OP_0313:3/4	
BSUB_01391	CDS	NC_000964.3	1417719	1417895	+	176	hypothetical protein	12.4	ab initio prediction:Prodigal			OP_0313:4/4	
BSUB_01392	CDS	NC_000964.3	1417938	1418960	-	1022	Acyl_transf_3	100.4	protein motif:Pfam-A	Pfam:PF01757.29			signal_peptide:1..23;score=2.11;h_max=2.73
	signal_peptide	NC_000964.3	1418892	1418960	-	68	signal peptide (BSUB_01392)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01392;cleavage_site=23
BSUB_01393	CDS	NC_000964.3	1419213	1421429	+	2216	PAS_8	108.3	protein motif:Pfam-A	Pfam:PF13188.14			
BSUB_01394	CDS	NC_000964.3	1421426	1421923	+	497	DNA_binding_1	111.0	protein motif:Pfam-A	Pfam:PF01035.27		OP_0314:1/2	
BSUB_01395	CDS	NC_000964.3	1422013	1422138	+	125	hypothetical protein	3.9	ab initio prediction:Prodigal			OP_0314:2/2	signal_peptide:1..25;score=2.0;h_max=2.24
	signal_peptide	NC_000964.3	1422013	1422087	+	74	signal peptide (BSUB_01395)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01395;cleavage_site=25
BSUB_01396	CDS	NC_000964.3	1422172	1423233	-	1061	IF-2B	343.3	protein motif:Pfam-A	Pfam:PF01008.24		OP_0315:1/2	
BSUB_01397	CDS	NC_000964.3	1423241	1424434	-	1193	APH	44.1	protein motif:Pfam-A	Pfam:PF01636.30		OP_0315:2/2	
BSUB_01398	CDS	NC_000964.3	1424767	1425546	-	779	CN_hydrolase	176.4	protein motif:Pfam-A	Pfam:PF00795.28			
BSUB_01399	CDS	NC_000964.3	1425641	1426837	+	1196	Aminotran_1_2	242.1	protein motif:Pfam-A	Pfam:PF00155.28		OP_0316:1/2	
BSUB_01400	CDS	NC_000964.3	1427061	1428278	+	1217	RuBisCO_large	117.0	protein motif:Pfam-A	Pfam:PF00016.27		OP_0316:2/2	
BSUB_01401	CDS	NC_000964.3	1428275	1428982	+	707	HAD	40.8	protein motif:Pfam-A	Pfam:PF12710.14			
BSUB_01402	CDS	NC_000964.3	1428940	1429569	+	629	Aldolase_II	138.6	protein motif:Pfam-A	Pfam:PF00596.28		OP_0317:1/2	
BSUB_01403	CDS	NC_000964.3	1429584	1430120	+	536	ARD	176.5	protein motif:Pfam-A	Pfam:PF03079.21		OP_0317:2/2	
BSUB_01404	CDS	NC_000964.3	1430161	1430481	-	320	DUF1232	42.1	protein motif:Pfam-A	Pfam:PF06803.18			signal_peptide:1..16;score=2.41;h_max=1.85
	signal_peptide	NC_000964.3	1430434	1430481	-	47	signal peptide (BSUB_01404)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01404;cleavage_site=16
BSUB_01405	CDS	NC_000964.3	1430684	1430941	+	257	SpoOE-like	54.9	protein motif:Pfam-A	Pfam:PF09388.16		OP_0318:1/2	
BSUB_01406	CDS	NC_000964.3	1431027	1431458	+	431	hypothetical protein	32.8	ab initio prediction:Prodigal			OP_0318:2/2	signal_peptide:1..24;score=1.96;h_max=2.06
	signal_peptide	NC_000964.3	1431027	1431098	+	71	signal peptide (BSUB_01406)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01406;cleavage_site=24
BSUB_01407	CDS	NC_000964.3	1431486	1432988	-	1502	HATPase_c	90.0	protein motif:Pfam-A	Pfam:PF02518.32			signal_peptide:1..22;score=2.28;h_max=3.52
	signal_peptide	NC_000964.3	1432923	1432988	-	65	signal peptide (BSUB_01407)	2.3	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01407;cleavage_site=22
BSUB_01408	CDS	NC_000964.3	1433199	1433636	+	437	MarR	62.0	protein motif:Pfam-A	Pfam:PF01047.29			signal_peptide:1..15;score=2.01;h_max=2.27
	signal_peptide	NC_000964.3	1433199	1433243	+	44	signal peptide (BSUB_01408)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01408;cleavage_site=15
BSUB_01409	CDS	NC_000964.3	1433676	1434461	-	785	MotB_plug	75.9	protein motif:Pfam-A	Pfam:PF13677.12			
BSUB_01410	CDS	NC_000964.3	1434433	1435254	-	821	MotA_ExbB	112.6	protein motif:Pfam-A	Pfam:PF01618.22		OP_0319:1/3	signal_peptide:1..34;score=2.76;h_max=3.4
	signal_peptide	NC_000964.3	1435153	1435254	-	101	signal peptide (BSUB_01410)	2.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01410;cleavage_site=34
BSUB_04253	CDS	NC_000964.3	1435423	1435497	-	74	hypothetical protein	6.0	ab initio prediction:Darwin:MiniGeneHunter			OP_0319:2/3	small_orf;rbs_score=6.0
BSUB_01411	CDS	NC_000964.3	1435628	1437727	-	2099	AAA_2	231.1	protein motif:Pfam-A	Pfam:PF07724.21		OP_0319:3/3	
BSUB_01412	CDS	NC_000964.3	1438092	1439135	+	1043	hypothetical protein	99.9	ab initio prediction:Prodigal				signal_peptide:1..23;score=2.48;h_max=2.15
	signal_peptide	NC_000964.3	1438092	1438160	+	68	signal peptide (BSUB_01412)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01412;cleavage_site=23
BSUB_01413	CDS	NC_000964.3	1439448	1440107	+	659	QueC	292.2	protein motif:Pfam-A	Pfam:PF06508.20		OP_0320:1/2	signal_peptide:1..23;score=1.94;h_max=1.99
	signal_peptide	NC_000964.3	1439448	1439516	+	68	signal peptide (BSUB_01413)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01413;cleavage_site=23
BSUB_01414	CDS	NC_000964.3	1440109	1440549	+	440	PTPS	105.9	protein motif:Pfam-A	Pfam:PF01242.25		OP_0320:2/2	
BSUB_01415	CDS	NC_000964.3	1440542	1441273	+	731	Radical_SAM	48.0	protein motif:Pfam-A	Pfam:PF04055.28		OP_0321:1/2	signal_peptide:1..19;score=2.4;h_max=1.79
	signal_peptide	NC_000964.3	1440542	1440598	+	56	signal peptide (BSUB_01415)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01415;cleavage_site=19
BSUB_01416	CDS	NC_000964.3	1441291	1441788	+	497	QueF	118.4	protein motif:Pfam-A	Pfam:PF14489.12		OP_0321:2/2	
BSUB_04254	CDS	NC_000964.3	1442140	1442202	-	62	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter			OP_0322:1/2	small_orf;rbs_score=5.0
BSUB_01417	CDS	NC_000964.3	1442347	1442703	-	356	HxlR	134.5	protein motif:Pfam-A	Pfam:PF01638.24		OP_0322:2/2	
BSUB_01418	CDS	NC_000964.3	1442872	1443618	+	746	adh_short_C2	202.2	protein motif:Pfam-A	Pfam:PF13561.13			
BSUB_01419	CDS	NC_000964.3	1444180	1445298	+	1118	YkvP_N	101.7	protein motif:Pfam-A	Pfam:PF12996.15		OP_0323:1/3	
BSUB_01420	CDS	NC_000964.3	1445314	1445541	+	227	LysM	67.1	protein motif:Pfam-A	Pfam:PF01476.27		OP_0323:2/3	
BSUB_01421	CDS	NC_000964.3	1445638	1446336	+	698	Glyco_hydro_18	83.5	protein motif:Pfam-A	Pfam:PF00704.35		OP_0323:3/3	
BSUB_04255	CDS	NC_000964.3	1446881	1446994	-	113	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter				small_orf;rbs_score=5.0
BSUB_01422	CDS	NC_000964.3	1447251	1447541	+	290	DUF3219	167.2	protein motif:Pfam-A	Pfam:PF11514.15			
BSUB_01423	CDS	NC_000964.3	1447662	1447847	-	185	DUF2187	97.4	protein motif:Pfam-A	Pfam:PF09953.16			
BSUB_01424	CDS	NC_000964.3	1448010	1448207	+	197	YkzS	90.8	protein motif:Pfam-A	Pfam:PF27074.1		OP_0324:1/5	
BSUB_01425	CDS	NC_000964.3	1448506	1449132	+	626	Hydrolase_2	112.6	protein motif:Pfam-A	Pfam:PF07486.18		OP_0324:2/5	signal_peptide:1..26;score=2.21;h_max=3.19
	signal_peptide	NC_000964.3	1448506	1448583	+	77	signal peptide (BSUB_01425)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01425;cleavage_site=26
BSUB_01426	CDS	NC_000964.3	1449250	1450587	+	1337	Polysacc_synt	77.3	protein motif:Pfam-A	Pfam:PF01943.23		OP_0324:3/5	signal_peptide:1..30;score=2.16;h_max=2.99
	signal_peptide	NC_000964.3	1449250	1449339	+	89	signal peptide (BSUB_01426)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01426;cleavage_site=30
BSUB_01427	CDS	NC_000964.3	1450638	1451135	+	497	AhpC-TSA	76.9	protein motif:Pfam-A	Pfam:PF00578.28		OP_0324:4/5	signal_peptide:1..24;score=2.66;h_max=2.96
	signal_peptide	NC_000964.3	1450638	1450709	+	71	signal peptide (BSUB_01427)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_01427;cleavage_site=24
BSUB_01428	CDS	NC_000964.3	1451371	1453284	+	1913	Hydrolase	129.7	protein motif:Pfam-A	Pfam:PF00702.33		OP_0324:5/5	
BSUB_01429	CDS	NC_000964.3	1453322	1453525	-	203	hypothetical protein	0.4	ab initio prediction:Prodigal				
